cgpa,iq,communication,internship,placed
6.3,135,9,0,1
7.5,133,4,0,1
8.5,99,4,0,0
8.6,119,7,1,1
8.9,129,9,0,1
7.9,104,8,0,1
9.9,80,5,0,1
6.3,113,5,0,0
5.2,145,10,1,1
6.2,105,6,1,1
5.2,137,5,0,1
5.9,92,5,0,1
7.9,85,7,0,0
9.5,85,6,0,1
8.5,94,9,0,1
5.5,123,10,0,1
8.3,135,4,0,1
6.2,89,7,0,1
9.5,128,8,0,1
6.6,143,4,1,1
8.9,121,9,0,1
6.6,140,6,0,1
9.6,110,9,1,1
6.9,90,4,0,0
8.7,95,6,1,1
6.0,109,7,1,0
6.8,140,7,0,0
9.1,88,7,0,1
9.1,133,6,1,1
8.2,116,8,0,0
5.1,97,4,0,0
8.6,139,8,0,1
8.4,123,6,0,0
6.3,117,9,1,1
9.0,104,7,1,1
8.3,82,8,1,0
5.5,104,6,0,0
6.1,91,4,1,0
7.5,98,5,1,1
7.5,91,4,0,0
7.7,83,8,1,1
5.4,85,5,0,0
8.5,115,9,0,1
6.5,96,5,0,1
7.1,113,9,1,1
5.4,113,9,0,1
6.0,117,5,0,0
8.7,87,5,0,1
8.6,131,6,1,1
6.8,85,9,0,1
5.2,99,10,0,1
7.7,136,7,0,1
5.7,138,5,0,0
6.2,91,10,1,1
8.4,103,7,0,1
7.4,113,8,1,1
6.7,140,6,0,0
9.8,100,5,1,1
5.3,122,7,0,1
5.1,127,6,0,1
6.6,129,4,0,0
6.8,109,9,0,1
6.9,130,4,0,0
7.9,136,6,0,1
5.2,139,10,1,1
5.9,92,5,0,0
6.6,95,6,1,0
9.0,82,6,0,0
5.5,134,5,0,1
10.0,99,5,0,1
9.5,122,10,1,1
9.2,98,9,0,1
5.3,116,9,1,1
7.5,145,5,1,1
6.1,137,5,0,0
9.7,135,5,1,1
9.6,114,10,0,1
8.5,107,9,0,1
7.2,138,9,1,1
9.7,134,6,1,1
5.7,112,7,0,1
6.2,112,6,0,1
8.6,83,8,0,1
9.7,125,9,0,1
7.0,96,6,0,1
7.9,81,6,0,0
7.0,123,10,1,1
8.2,142,7,0,1
6.6,113,4,0,0
9.6,113,6,1,1
8.2,127,4,1,1
6.1,104,10,1,1
5.1,125,10,0,1
9.0,89,8,1,1
8.1,111,5,1,0
7.9,95,4,1,0
6.1,93,9,0,1
9.8,121,8,0,1
8.9,115,8,1,1
7.5,132,7,1,1
9.8,123,8,0,1
8.8,82,9,0,0
7.0,144,7,0,0
8.0,125,8,1,1
7.0,115,5,0,1
7.8,136,9,0,1
6.4,132,5,0,0
5.4,93,8,0,0
9.5,92,7,0,1
9.7,101,5,1,1
7.4,136,8,0,1
7.6,89,9,0,1
8.4,89,5,0,0
9.7,133,8,0,1
9.1,97,6,0,1
8.2,105,10,1,1
7.7,82,7,0,1
5.3,130,6,0,1
8.8,117,7,1,1
6.2,82,6,0,0
8.1,101,4,1,1
8.7,84,6,1,1
6.5,145,7,0,1
6.9,133,6,0,1
6.3,134,6,0,1
8.0,109,8,1,1
7.1,98,4,1,1
9.0,84,5,0,1
5.7,131,10,0,1
9.2,84,9,1,1
6.7,92,5,1,1
9.1,80,6,1,0
6.6,97,9,1,1
5.8,113,10,0,1
9.0,127,5,1,1
6.2,107,4,0,1
6.0,88,6,0,0
6.7,117,8,0,0
6.4,101,5,0,1
9.7,115,9,0,1
8.8,96,10,0,0
9.0,102,5,0,0
8.2,82,9,0,0
7.3,137,6,0,1
8.1,115,6,0,1
8.6,83,5,0,1
9.5,120,10,1,1
9.5,128,7,0,1
8.6,138,5,1,1
8.1,106,5,1,1
6.5,138,5,1,1
6.6,145,5,0,1
8.0,104,4,0,1
7.0,131,6,0,1
6.3,88,9,1,1
9.7,112,7,0,1
7.3,115,10,1,1
6.4,103,4,0,1
9.4,107,9,1,1
6.3,95,9,1,0
8.1,116,8,1,1
8.3,107,8,1,1
6.2,123,5,0,1
8.6,95,10,0,1
6.8,105,9,0,1
8.9,94,8,0,0
5.8,81,8,0,1
7.8,118,8,1,1
8.7,144,5,1,1
7.6,101,6,0,0
5.1,109,6,0,1
8.4,144,8,1,1
5.7,88,10,0,0
5.0,140,4,0,0
5.7,108,9,0,0
7.5,101,4,0,1
6.9,102,10,0,1
9.2,101,8,0,1
7.1,81,7,0,0
5.9,88,7,0,0
9.7,128,8,1,1
5.7,109,5,0,0
6.3,104,8,0,0
9.3,96,8,0,1
7.1,117,7,0,0
7.0,82,10,0,0
7.3,121,8,0,1
9.6,126,9,0,1
8.4,135,9,0,1
8.8,129,5,0,1
7.7,132,9,1,1
9.0,136,9,0,1
8.5,115,4,1,1
7.9,106,9,0,1
8.4,132,5,0,1
9.4,82,5,1,1
8.2,144,6,0,1
7.1,107,8,0,0
5.9,89,8,0,1
7.3,139,4,0,0
6.8,100,9,1,1
6.4,129,9,0,0
9.4,133,6,1,1
5.9,124,7,0,0
6.6,116,9,0,0
9.1,109,8,1,1
6.0,121,9,0,1
7.7,137,7,0,1
5.3,130,4,0,0
8.0,88,9,0,0
5.3,95,9,0,1
9.7,131,4,1,1
7.1,89,9,0,1
8.2,113,4,0,1
7.2,98,8,0,0
9.6,122,6,1,1
6.0,139,5,0,1
5.1,116,6,0,1
6.5,124,9,1,1
8.7,134,6,0,1
8.5,144,9,0,1
9.5,122,7,1,1
6.7,92,6,1,1
6.7,144,5,1,1
8.2,110,8,1,1
6.7,80,9,0,1
6.5,114,8,0,1
7.0,117,10,1,1
8.6,97,6,1,1
6.3,116,6,1,0
5.3,129,9,1,1
8.1,136,4,0,1
10.0,131,10,0,1
7.5,130,5,0,1
5.8,130,6,1,1
7.7,81,6,0,0
8.3,111,6,0,1
6.2,128,5,1,1
5.4,101,8,0,1
5.0,104,4,0,0
5.4,119,4,0,0
7.5,90,5,0,1
6.0,134,8,0,1
7.7,86,7,1,1
9.4,143,5,0,1
5.4,89,7,0,1
6.7,134,5,1,1
5.6,113,6,1,1
6.5,125,9,0,1
5.8,137,6,1,1
8.2,123,4,1,1
5.2,124,8,1,1
9.4,129,9,1,1
6.0,93,7,0,1
5.0,85,5,0,0
6.3,111,7,0,1
5.2,141,5,0,0
6.6,103,8,0,0
5.8,143,8,0,0
7.6,114,6,0,1
5.5,110,6,0,1
8.1,99,9,0,1
6.4,119,5,1,1
9.6,101,5,0,0
6.4,143,7,0,1
8.8,133,6,0,1
8.3,117,5,1,1
9.5,145,9,1,1
9.9,119,4,0,1
7.4,89,7,0,1
6.5,110,6,0,1
8.2,121,8,1,1
5.9,135,10,0,1
8.9,100,8,0,0
6.1,110,8,0,0
9.0,139,8,0,1
9.7,119,6,1,1
7.2,139,6,1,1
7.0,142,8,0,1
9.2,83,7,1,1
5.2,123,6,0,1
9.3,133,9,1,1
5.2,109,5,1,1
8.9,127,6,1,1
6.8,141,5,0,1
5.1,96,9,0,0
5.9,110,9,0,0
9.0,128,4,0,1
9.3,134,6,0,1
9.5,115,9,1,1
5.4,93,5,0,0
9.2,103,7,1,1
9.8,137,7,1,1
9.3,115,5,0,1
8.7,112,5,1,1
9.8,139,6,1,1
5.3,120,4,0,0
8.8,109,4,1,1
8.5,123,8,0,1
7.9,134,6,0,1
7.5,89,9,1,0
8.6,140,5,0,1
8.3,144,5,1,1
7.5,123,8,0,1
8.6,102,5,1,1
7.1,98,5,1,1
9.1,140,7,1,1
8.4,116,8,0,1
8.7,136,5,0,1
6.1,120,9,0,0
8.7,119,4,1,1
7.4,88,9,0,1
7.9,106,9,0,1
6.5,118,9,0,1
7.3,138,4,0,0
5.6,136,6,1,1
7.0,115,9,1,1
9.2,133,7,0,1
8.7,84,6,0,1
6.0,137,6,1,1
9.2,88,7,1,1
8.8,113,7,1,1
9.6,101,10,0,0
8.1,118,9,0,1
6.7,129,9,0,1
8.2,80,9,0,1
7.5,88,7,1,1
6.6,118,8,0,0
9.6,126,6,1,1
8.9,126,10,0,0
7.1,117,7,1,1
10.0,144,9,1,1
8.0,117,7,0,1
8.0,106,7,0,1
5.8,95,8,1,1
8.9,109,5,1,1
7.5,121,7,0,1
8.6,141,6,1,1
9.6,128,8,0,1
10.0,135,6,1,1
5.9,84,6,1,0
7.4,109,5,1,0
5.6,145,6,0,1
6.8,102,5,0,0
7.3,100,5,1,1
8.1,114,4,0,1
6.6,126,4,0,0
8.6,111,6,0,1
9.3,86,7,0,1
8.1,100,5,1,1
7.7,88,9,0,0
7.0,136,6,0,1
8.9,112,8,1,1
8.7,129,8,0,1
5.7,101,5,0,1
9.8,105,7,1,1
6.5,87,5,1,0
5.4,89,9,1,1
8.3,84,4,1,0
6.4,144,7,0,1
8.8,88,5,0,1
9.9,144,10,1,1
9.0,120,8,1,1
8.6,136,10,0,1
9.1,88,8,0,0
8.3,104,6,1,1
6.0,142,9,1,1
6.4,102,9,1,1
7.8,93,7,1,1
7.1,93,9,1,1
8.7,106,9,1,1
7.2,84,7,1,1
9.2,104,6,1,1
6.0,124,8,0,1
9.5,93,7,1,1
9.4,96,6,1,0
8.1,100,6,1,1
9.8,127,8,1,1
5.4,134,8,0,1
9.0,123,7,1,1
6.6,83,8,0,0
6.1,141,9,0,1
6.2,140,9,0,1
7.9,108,5,0,0
8.9,137,6,0,1
7.1,144,4,0,1
7.4,89,8,0,0
6.3,84,5,0,0
9.9,115,6,1,1
8.0,135,7,0,1
8.8,141,6,0,1
9.5,83,9,1,1
7.4,98,8,0,1
7.8,109,4,0,0
6.4,82,4,1,1
7.7,82,6,0,0
8.8,92,9,0,0
8.7,96,9,0,1
6.9,106,5,1,0
8.2,110,6,1,1
5.6,115,10,1,1
6.4,90,7,0,1
6.9,102,8,1,0
6.0,131,4,1,0
7.7,135,6,1,1
8.8,140,5,0,1
5.6,90,6,0,1
7.5,105,5,0,1
9.6,127,6,0,1
6.6,144,7,0,1
7.9,106,5,0,1
7.6,102,7,0,0
8.1,115,8,0,1
8.7,83,10,1,1
5.1,145,6,0,1
8.4,143,8,1,1
7.3,100,5,0,0
9.6,85,4,0,0
7.9,126,8,1,1
6.5,139,8,0,1
9.9,116,9,1,1
6.5,117,10,1,1
7.9,138,9,0,1
7.5,112,7,0,1
9.6,102,9,0,1
6.7,85,9,1,0
9.7,134,4,0,1
8.7,96,8,1,1
5.2,91,6,0,1
9.3,112,6,1,1
7.7,106,4,0,1
8.7,104,4,1,0
8.9,111,6,1,1
8.5,107,8,0,1
9.8,90,6,0,1
5.8,107,6,0,0
8.4,142,8,0,1
9.8,88,10,1,1
8.5,139,7,0,1
8.5,92,6,0,1
5.6,131,9,0,1
6.3,87,10,1,1
6.3,139,4,1,0
8.2,103,6,1,1
8.4,110,6,0,1
8.1,120,8,0,0
7.8,80,5,1,1
8.4,101,4,1,0
6.8,144,9,0,1
7.3,144,5,0,0
7.2,102,9,1,1
5.5,104,6,0,1
9.6,86,5,0,1
6.0,101,7,0,0
6.1,103,5,0,0
5.8,89,7,0,1
8.2,126,9,1,1
6.5,134,6,0,1
7.6,126,5,0,1
9.7,128,4,0,1
5.3,93,8,1,1
6.8,131,5,1,1
5.3,103,8,0,0
5.2,102,6,0,0
6.0,95,9,0,1
8.9,135,7,0,1
6.5,111,6,0,0
5.1,89,9,0,0
5.7,127,5,1,1
5.8,123,4,1,0
6.6,88,5,1,1
8.9,113,4,1,1
6.1,109,9,1,1
5.4,114,9,0,0
9.1,108,6,1,1
8.2,134,9,0,1
6.3,127,7,0,1
6.9,133,4,1,1
6.7,91,6,0,1
5.4,123,5,0,0
5.5,85,9,0,0
5.2,139,6,0,0
7.2,126,8,0,1
8.0,106,7,1,1
6.3,106,7,0,1
7.0,133,5,0,0
9.0,128,8,0,1
9.6,90,9,1,1
8.6,114,8,0,1
9.3,99,8,0,1
8.9,127,4,0,1
7.3,127,7,0,0
5.9,123,10,0,1
5.5,135,5,0,1
5.2,92,7,0,0
8.5,85,10,1,1
9.1,143,6,1,1
5.3,136,7,0,0
6.1,97,9,0,1
6.6,121,6,0,0
5.1,94,4,0,0
6.5,100,5,0,1
9.2,125,8,1,1
6.6,137,8,0,1
9.3,127,5,1,1
10.0,129,5,0,1
6.1,144,9,1,1
9.9,81,9,0,0
6.7,81,5,0,1
8.9,105,7,1,1
5.5,90,7,1,1
7.9,121,6,0,1
8.6,114,5,1,1
7.5,103,8,1,1
5.5,118,6,0,1
9.3,143,8,0,1
9.0,83,6,0,0
9.4,130,8,1,1
8.9,130,4,1,1
5.8,116,10,0,1
6.0,122,7,1,1
8.5,120,7,1,1
6.8,108,6,0,0
8.1,124,6,0,1
7.2,110,5,0,1
7.9,117,6,1,1
8.3,116,5,1,1
7.4,117,7,0,1
7.7,112,10,1,1
8.5,140,5,0,1
9.2,123,8,1,1
7.4,80,5,0,0
7.4,114,7,0,1
9.7,137,5,1,1
8.3,113,8,1,1
8.0,141,6,0,1
8.5,136,5,0,1
6.5,140,6,0,1
8.8,140,8,0,1
7.2,136,8,0,1
8.5,88,9,1,1
9.5,117,6,1,1
7.3,111,8,1,1
8.0,131,7,0,1
8.7,134,6,1,1
8.5,101,5,0,1
6.2,114,7,0,0
7.5,108,7,0,1
5.6,130,7,0,1
6.9,114,9,0,1
6.5,100,10,0,0
9.5,129,9,1,1
6.9,87,8,1,1
5.7,120,6,0,0
7.5,114,10,0,1
7.5,114,4,1,1
9.3,143,5,1,1
8.8,145,9,1,1
8.6,137,7,1,1
7.1,98,4,0,1
9.3,144,8,1,1
5.6,83,6,1,1
7.0,100,8,1,1
6.8,82,5,1,0
9.2,113,10,1,1
8.0,100,10,1,1
9.1,108,10,0,1
7.3,115,9,1,1
8.2,86,8,0,1
9.4,123,5,1,1
7.1,90,5,1,1
9.6,110,6,0,1
8.8,104,10,0,1
7.2,95,9,1,1
8.8,80,6,0,1
5.1,108,7,0,0
5.4,122,8,1,1
8.8,136,7,1,1
6.9,133,5,0,0
5.6,122,10,1,1
8.2,130,5,0,1
6.2,131,6,0,1
7.8,86,7,0,0
7.9,144,5,1,1
5.3,128,6,1,0
8.0,133,8,0,1
9.1,85,5,0,0
9.0,94,8,0,1
9.0,105,7,0,1
8.8,126,10,1,1
8.7,92,6,1,1
5.2,132,7,0,0
8.7,145,8,1,1
5.8,128,6,0,1
5.3,136,7,0,1
8.4,81,7,0,1
5.7,92,7,1,0
7.2,94,8,1,1
9.7,84,4,1,1
6.8,142,9,0,1
6.5,144,5,1,1
8.5,110,6,0,1
6.2,126,6,0,1
6.1,88,7,0,0
6.9,140,6,0,1
9.6,86,7,0,1
9.7,81,9,0,1
6.1,135,10,0,1
8.2,103,10,0,0
5.5,139,5,1,1
8.9,95,9,1,1
9.5,126,7,0,1
6.2,83,10,0,1
8.1,80,6,1,1
7.8,127,4,0,0
5.7,130,10,0,0
7.7,81,9,0,1
7.9,110,5,1,1
7.3,107,10,0,1
5.7,107,6,0,0
6.2,96,4,1,0
6.4,118,10,1,1
9.9,142,5,1,1
5.0,84,7,0,0
7.6,95,9,0,1
9.4,105,4,0,0
7.3,91,7,0,1
7.6,144,8,0,1
9.4,84,6,0,1
8.9,109,7,1,1
7.5,134,6,0,1
9.0,108,10,1,1
5.8,137,5,1,1
9.4,84,8,0,1
6.9,85,5,0,0
7.7,91,6,1,0
9.7,136,6,1,1
8.4,89,8,1,0
9.2,92,7,0,1
7.2,90,5,0,1
9.6,130,9,0,1
5.6,116,5,0,0
6.1,116,6,0,0
9.8,129,6,0,1
6.2,145,6,0,1
5.3,109,7,0,0
9.1,95,6,0,0
9.2,88,6,1,1
5.1,126,5,0,0
9.2,130,5,0,1
7.0,101,5,0,0
5.4,124,8,0,0
7.4,141,7,0,1
9.5,98,10,0,1
7.3,99,7,1,1
6.1,106,5,1,1
6.1,129,8,0,1
7.2,104,6,0,0
7.5,100,6,0,1
5.6,120,6,1,0
6.1,115,6,1,1
7.6,89,7,1,1
9.6,136,7,1,1
7.0,81,6,0,0
9.3,95,8,1,1
7.8,100,7,1,1
6.1,117,9,0,1
9.3,92,8,0,1
9.3,92,9,1,1
9.3,95,5,1,1
7.4,124,9,1,1
8.6,129,9,0,1
7.6,127,4,0,1
9.3,126,9,0,1
7.9,114,9,0,1
8.5,107,7,0,1
8.7,131,7,1,1
7.0,82,9,1,1
8.9,129,9,0,1
6.2,128,7,1,1
5.1,97,7,0,1
9.5,80,8,1,1
5.8,115,6,0,1
9.1,140,6,0,1
7.4,132,6,1,1
9.6,97,4,1,1
8.9,107,6,1,1
6.6,141,7,0,1
9.1,99,8,1,1
6.3,85,6,0,0
5.4,101,8,0,1
6.8,102,6,1,1
6.5,97,7,1,1
7.4,90,8,1,1
7.1,82,9,0,0
8.3,88,5,1,0
6.6,142,10,0,1
5.2,136,9,0,1
5.1,135,5,0,0
6.3,113,8,0,1
8.3,102,5,1,1
9.6,144,5,1,1
5.3,132,5,1,1
8.5,124,9,1,1
5.1,122,6,1,1
6.0,86,5,1,0
7.1,131,6,0,1
6.1,106,7,0,0
9.2,144,9,1,1
9.8,143,8,1,1
9.2,128,6,0,1
8.9,133,4,1,1
5.9,99,9,0,0
6.2,108,7,0,1
5.9,138,7,1,1
7.6,118,6,1,1
9.9,135,6,0,1
6.9,118,8,0,1
7.4,90,6,0,0
8.9,126,6,1,1
8.3,100,5,0,1
7.4,134,8,0,1
9.5,124,8,1,1
7.6,133,5,0,1
8.2,103,7,0,1
9.8,88,6,0,0
9.4,102,8,1,1
7.1,103,8,0,0
9.9,90,7,1,1
7.2,80,9,1,0
8.5,112,6,0,1
5.3,138,7,0,0
5.9,140,8,0,1
7.3,121,10,0,1
8.0,124,8,0,1
8.1,95,8,1,1
5.2,80,7,0,1
8.7,80,6,0,1
6.3,104,4,0,0
7.7,105,8,1,1
6.8,112,10,0,1
7.3,133,6,0,1
9.5,101,9,1,1
5.8,93,9,1,1
5.8,86,6,1,1
8.9,109,10,1,1
5.3,141,7,0,1
5.3,131,9,1,1
6.8,103,6,0,1
6.8,88,9,1,1
6.3,133,10,0,0
7.4,99,7,0,1
8.9,127,5,1,1
6.4,125,6,0,1
6.2,131,7,1,1
7.9,137,4,0,1
8.3,101,7,1,1
8.2,133,5,1,1
8.2,90,8,0,0
7.5,140,5,0,1
9.9,145,6,1,1
10.0,134,9,1,1
5.5,141,6,0,1
9.6,96,4,0,0
9.9,95,9,0,1
9.3,115,8,0,1
10.0,99,9,0,1
8.9,125,5,1,1
6.1,86,7,0,0
8.9,99,8,1,1
9.9,135,5,0,1
7.8,129,5,1,1
6.4,133,7,0,1
9.7,129,10,0,1
9.2,97,4,1,1
5.7,131,6,1,1
8.8,143,7,1,1
6.7,124,8,0,1
5.0,99,9,1,1
8.7,143,9,0,1
5.6,128,8,1,1
7.3,135,9,0,1
9.3,99,5,0,1
8.9,90,6,1,0
7.8,109,8,1,1
7.3,87,7,0,0
5.3,140,10,0,1
5.6,101,10,1,1
8.6,136,8,0,1
9.5,128,6,1,1
6.9,145,5,0,1
7.8,140,9,1,1
6.7,130,9,1,0
8.5,137,10,1,1
7.5,107,8,0,1
8.4,137,9,0,1
6.2,106,9,0,1
8.7,114,5,1,1
9.0,88,10,1,1
6.8,102,8,0,1
5.6,106,5,1,0
7.1,91,4,0,1
5.2,125,7,0,0
5.2,98,5,0,0
7.6,126,8,1,1
8.0,88,9,1,1
9.2,143,6,0,1
6.9,91,5,0,1
7.0,114,5,0,1
7.9,139,10,0,0
8.6,87,6,1,0
9.7,113,7,1,1
6.3,107,8,1,0
5.3,118,9,1,0
5.3,135,8,1,1
7.6,101,8,1,1
9.3,126,6,0,1
8.4,121,4,0,0
9.9,125,8,0,1
6.6,82,10,1,1
8.6,88,4,0,0
6.3,94,8,0,1
5.5,86,9,0,0
9.7,96,5,0,1
5.2,82,10,0,0
5.7,90,5,1,0
9.0,145,10,0,1
7.5,132,8,0,1
7.9,105,6,0,1
6.7,100,7,0,1
5.2,82,8,0,0
6.6,131,6,0,1
9.0,81,7,0,0
9.7,89,7,1,1
9.0,80,8,1,1
5.2,141,5,1,0
6.2,85,4,0,0
6.6,125,7,0,1
6.1,140,4,1,1
9.2,89,9,0,0
9.8,141,4,0,1
6.8,101,5,0,0
9.8,90,8,1,1
9.1,125,10,1,1
6.9,90,9,0,1
7.9,129,5,1,1
9.7,119,5,0,1
7.6,85,7,1,1
8.1,102,9,0,1
8.2,82,10,1,1
6.0,133,7,0,0
6.2,106,5,1,1
8.0,137,7,0,1
9.3,89,4,0,1
7.9,98,6,1,1
6.5,109,5,0,0
7.6,134,5,1,1
8.2,94,8,0,1
9.7,142,9,1,1
9.3,130,6,0,1
7.5,138,6,1,1
6.1,114,4,0,0
9.2,94,6,1,0
6.4,80,8,0,1
9.8,111,8,1,1
5.5,144,7,0,1
5.6,130,10,0,0
7.3,136,8,1,1
5.5,145,5,0,1
9.6,101,5,0,1
5.2,142,5,0,0
7.7,113,7,0,1
5.6,80,8,0,0
8.9,143,5,0,1
8.1,95,6,0,0
6.4,123,8,1,1
6.3,92,6,0,0
7.7,92,7,0,1
9.3,110,7,1,1
5.2,113,9,0,0
7.2,106,9,1,0
8.1,144,8,1,1
5.7,145,8,0,1
6.2,135,4,1,1
9.0,138,5,1,1
6.0,93,5,0,0
7.9,93,7,1,1
8.3,131,9,1,1
9.7,92,6,1,1
8.8,108,8,1,1
8.9,113,4,1,0
6.4,140,7,0,1
5.2,91,4,0,0
9.1,102,9,0,1
7.4,124,5,1,1
5.3,130,7,0,1
5.2,95,10,0,1
6.2,127,10,1,1
8.1,125,5,1,1
8.1,90,5,1,0
7.5,100,7,1,0
6.0,87,5,1,0
7.2,87,7,1,1
9.1,101,5,0,1
7.8,122,6,0,1
6.2,101,7,0,0
7.0,120,6,0,0
9.4,134,8,1,1
7.2,121,7,0,1
9.6,122,9,0,1
5.7,121,7,0,0
6.7,130,7,0,1
7.8,144,6,0,1
5.6,137,4,1,1
8.4,141,6,1,1
8.4,123,6,0,0
5.9,88,5,0,0
7.4,109,5,0,0
8.8,137,7,1,1
5.4,119,8,1,1
6.4,132,9,0,1
6.9,127,8,1,1
6.4,134,5,0,0
5.1,128,6,0,1
7.1,125,8,0,1
9.6,143,7,1,1
9.4,119,8,1,1
6.3,86,10,1,1
9.1,117,5,1,1
6.0,104,7,0,0
7.9,92,7,0,0
9.8,142,9,0,1
8.4,86,6,1,1
9.7,136,4,0,1
9.8,94,5,0,1
8.1,143,9,1,1
5.5,114,7,0,0
9.4,91,9,0,1
6.5,95,8,1,1
7.3,123,5,1,1
6.8,133,7,1,1
6.8,113,9,1,0
5.4,106,7,0,0
5.9,101,5,1,0
7.7,102,6,1,1
8.8,104,10,0,1
7.3,99,7,1,1
10.0,98,9,1,1
9.2,144,4,1,1
5.6,92,6,1,1
7.9,100,7,0,0
5.2,105,5,0,0
6.1,85,8,1,0
8.4,116,4,1,1
8.4,124,8,0,0
8.0,139,6,1,1
5.1,124,5,0,0
9.1,90,7,1,1
6.8,102,7,0,1
6.4,92,9,0,1
9.8,114,4,0,1
8.5,83,8,0,1
8.2,129,10,1,1
5.8,118,5,1,1
7.8,118,5,0,0
7.2,136,10,0,1
8.5,130,6,0,1
8.8,117,6,0,0
8.2,81,6,0,1
8.3,89,9,1,1
6.9,140,9,0,1
6.9,120,7,1,1
7.6,80,7,0,0
7.5,118,7,0,1
6.5,97,4,1,0
8.4,109,10,1,1
7.7,125,8,1,1
7.3,109,6,1,1
6.8,123,6,1,1
5.7,106,5,1,1
8.8,100,10,0,1
6.6,108,10,0,1
8.0,139,8,1,1
7.0,91,9,1,1
7.6,131,9,0,1
7.1,109,9,1,1
5.1,110,6,0,1
5.4,80,5,1,1
7.3,136,9,1,1
6.5,142,4,0,1
6.6,94,9,1,1
5.0,95,4,0,0
5.6,129,9,1,1
8.5,137,8,1,1
5.9,102,9,0,1
5.7,97,4,0,0
6.0,98,7,0,0
5.3,106,8,0,0
6.4,80,6,0,0
7.7,91,7,0,1
9.5,86,6,1,1
8.7,112,8,1,1
5.2,117,6,1,1
6.6,96,5,0,0
5.9,110,6,1,0
6.3,83,5,0,0
6.4,130,10,1,1
7.8,127,5,0,0
5.6,115,10,0,1
7.6,101,10,0,1
7.6,104,6,0,0
9.2,86,9,1,1
7.4,138,9,0,1
5.8,141,5,0,1
8.9,91,7,0,1
9.1,106,8,1,1
8.6,83,8,0,1
9.9,80,9,1,1
6.1,112,7,0,0
7.4,140,8,0,1
9.3,133,8,1,1
7.6,98,6,0,0
6.1,106,10,1,1
8.7,97,9,0,1
5.9,92,9,0,1
9.2,114,7,1,1
5.7,144,8,1,1
6.4,140,6,1,1
9.1,133,7,0,1
9.1,101,4,1,1
6.6,124,9,0,1
9.2,112,5,1,1
8.0,125,10,0,1
8.6,95,5,1,1
5.8,109,5,0,0
6.8,95,7,0,0
6.3,106,6,0,1
5.2,132,8,0,1
9.5,116,6,1,1
8.6,106,6,0,1
7.3,105,5,1,1
6.1,144,4,0,0
5.2,98,6,1,1
6.8,104,5,1,1
9.0,97,7,1,0
6.9,136,9,0,1
9.2,107,8,0,0
8.0,120,9,1,1
7.8,131,8,1,1
6.0,86,10,1,0
9.7,99,10,1,1
9.6,119,6,0,1
9.5,98,5,1,0
8.6,94,9,1,1
6.6,145,9,0,1
6.1,103,4,0,0
5.1,87,7,0,0
6.4,100,5,0,0
6.4,93,4,1,0
8.1,134,5,0,1
9.8,87,10,1,1
5.6,140,9,0,1
8.6,98,9,0,0
7.1,88,4,0,0
9.4,118,7,1,1
7.6,82,5,1,1
7.6,104,7,1,1
10.0,97,6,0,0
5.8,81,8,0,1
6.7,85,6,1,1
5.5,141,7,0,1
7.7,124,7,1,1
5.3,114,9,0,1
9.6,103,5,1,1
8.6,134,4,0,1
6.5,130,7,1,1
8.6,99,5,0,0
5.5,87,7,0,1
8.3,87,9,1,1
8.5,96,10,1,1
9.4,96,7,0,1
10.0,87,8,1,1
6.4,111,7,0,0
9.4,139,6,0,1
8.6,126,9,1,1
5.6,81,9,0,1
7.1,131,7,0,1
9.4,80,10,0,0
6.5,142,8,0,1
9.9,99,6,0,1
6.2,84,5,0,0
6.2,131,7,0,0
9.1,81,5,0,0
7.1,99,6,0,1
7.7,106,8,1,1
6.1,111,9,1,1
6.3,95,9,1,1
5.6,91,6,0,0
7.0,96,5,0,0
5.0,96,6,0,1
7.0,84,8,0,0
8.8,83,10,1,1
8.4,107,7,0,1
9.2,90,4,1,0
6.1,141,4,0,0
9.6,113,10,0,1
5.4,85,9,0,0
6.7,93,8,1,1
9.3,85,6,0,1
7.7,143,9,0,1
7.1,83,10,0,1
5.5,125,6,0,0
5.6,81,4,0,0
8.4,90,7,1,1
7.2,118,5,0,1
6.3,108,8,0,1
7.4,93,6,0,0
6.4,135,6,0,1
6.0,108,9,1,1
7.9,144,4,1,1
5.1,139,7,0,1
8.9,110,5,0,1
7.8,102,5,0,1
7.6,125,10,0,1
6.9,143,10,1,1
9.8,131,6,1,1
6.2,110,5,0,1
6.9,84,4,0,0
7.4,138,9,0,1
6.1,99,8,1,1
5.4,132,7,0,1
9.8,107,5,1,1
6.4,131,9,1,1
9.9,114,6,1,1
6.9,97,7,0,1
8.2,112,4,1,1
9.5,111,6,1,1
9.0,117,6,1,1
5.5,140,9,0,1
8.8,89,5,1,1
5.6,110,7,1,1
7.0,94,8,0,1
7.6,91,9,0,1
6.6,95,6,1,0
9.4,105,10,1,1
10.0,107,7,1,1
6.9,89,9,0,0
7.0,132,8,0,1
9.4,143,9,1,1
7.7,134,7,1,1
6.6,140,9,0,1
8.6,95,7,1,0
6.8,124,9,0,1
5.2,114,5,0,1
5.6,120,8,1,1
7.8,118,5,1,1
8.7,87,8,0,1
6.3,104,9,0,1
8.4,144,8,0,1
6.7,143,5,0,1
5.4,132,10,0,1
7.2,83,7,1,1
9.7,98,9,1,1
6.0,82,6,0,1
7.7,107,6,0,1
